State,District,Season,Climate_Zone,Avg_Temperature_C,Avg_Rainfall_mm,Avg_Humidity_%,Soil_Type,Soil_pH
Chhattisgarh,Balod,Rabi,Tropical,21.6,371,50,Red Laterite,5.7
Chhattisgarh,Balod,Zaid,Tropical,31.6,247,45,Red Laterite,5.7
Chhattisgarh,Baloda Bazar,Kharif,Tropical,24.6,1855,65,Red Laterite,5.9
Chhattisgarh,Baloda Bazar,Rabi,Tropical,21.6,371,50,Red Laterite,5.9
Chhattisgarh,Baloda Bazar,Zaid,Tropical,31.6,247,45,Red Laterite,5.9
Chhattisgarh,Balrampur,Kharif,Tropical,24.6,1855,65,Red Laterite,5.6
Chhattisgarh,Balrampur,Rabi,Tropical,21.6,371,50,Red Laterite,5.6
Chhattisgarh,Balrampur,Zaid,Tropical,31.6,247,45,Red Laterite,5.6
Chhattisgarh,Bastar,Kharif,Tropical,24.6,1855,65,Red Laterite,5.1
Chhattisgarh,Bastar,Rabi,Tropical,21.6,371,50,Red Laterite,5.1
Chhattisgarh,Bastar,Zaid,Tropical,31.6,247,45,Red Laterite,5.1
Chhattisgarh,Bemetara,Kharif,Tropical,24.6,1855,65,Red Laterite,5.8
Chhattisgarh,Bemetara,Rabi,Tropical,21.6,371,50,Red Laterite,5.8
Chhattisgarh,Bemetara,Zaid,Tropical,31.6,247,45,Red Laterite,5.8
Chhattisgarh,Bijapur,Kharif,Tropical,24.6,1855,65,Red Laterite,5.3
Chhattisgarh,Bijapur,Rabi,Tropical,21.6,371,50,Red Laterite,5.3
Chhattisgarh,Bijapur,Zaid,Tropical,31.6,247,45,Red Laterite,5.3
Chhattisgarh,Bilaspur,Kharif,Tropical,24.6,1855,65,Red Laterite,5.3
Chhattisgarh,Bilaspur,Rabi,Tropical,21.6,371,50,Red Laterite,5.3
Chhattisgarh,Bilaspur,Zaid,Tropical,31.6,247,45,Red Laterite,5.3
Chhattisgarh,Dantewada,Kharif,Tropical,24.6,1855,65,Red Laterite,5.8
Chhattisgarh,Dantewada,Rabi,Tropical,21.6,371,50,Red Laterite,5.8
Chhattisgarh,Dantewada,Zaid,Tropical,31.6,247,45,Red Laterite,5.8
Chhattisgarh,Dhamtari,Kharif,Tropical,24.6,1855,65,Red Laterite,5.5
Chhattisgarh,Dhamtari,Rabi,Tropical,21.6,371,50,Red Laterite,5.5
Chhattisgarh,Dhamtari,Zaid,Tropical,31.6,247,45,Red Laterite,5.5
Chhattisgarh,Durg,Kharif,Tropical,24.6,1855,65,Red Laterite,5.6
Chhattisgarh,Durg,Rabi,Tropical,21.6,371,50,Red Laterite,5.6
Chhattisgarh,Durg,Zaid,Tropical,31.6,247,45,Red Laterite,5.6
Chhattisgarh,Gariaband,Kharif,Tropical,24.6,1855,65,Red Laterite,6.1
Chhattisgarh,Gariaband,Rabi,Tropical,21.6,371,50,Red Laterite,6.1
Chhattisgarh,Gariaband,Zaid,Tropical,31.6,247,45,Red Laterite,6.1
Chhattisgarh,Gaurela Pendra Marwahi,Kharif,Tropical,24.6,1855,65,Red Laterite,5.4
Chhattisgarh,Gaurela Pendra Marwahi,Rabi,Tropical,21.6,371,50,Red Laterite,5.4
Chhattisgarh,Gaurela Pendra Marwahi,Zaid,Tropical,31.6,247,45,Red Laterite,5.4
Chhattisgarh,Janjgir Champa,Kharif,Tropical,24.6,1855,65,Red Laterite,6.0
Chhattisgarh,Janjgir Champa,Rabi,Tropical,21.6,371,50,Red Laterite,6.0
Chhattisgarh,Janjgir Champa,Zaid,Tropical,31.6,247,45,Red Laterite,6.0
Chhattisgarh,Jashpur,Kharif,Tropical,24.6,1855,65,Red Laterite,5.5
Chhattisgarh,Jashpur,Rabi,Tropical,21.6,371,50,Red Laterite,5.5
Chhattisgarh,Jashpur,Zaid,Tropical,31.6,247,45,Red Laterite,5.5
Chhattisgarh,Kabirdham,Kharif,Tropical,24.6,1855,65,Red Laterite,6.2
Chhattisgarh,Kabirdham,Rabi,Tropical,21.6,371,50,Red Laterite,6.2
Chhattisgarh,Kabirdham,Zaid,Tropical,31.6,247,45,Red Laterite,6.2
Chhattisgarh,Kanker,Kharif,Tropical,24.6,1855,65,Red Laterite,5.3
Chhattisgarh,Kanker,Rabi,Tropical,21.6,371,50,Red Laterite,5.3
Chhattisgarh,Kanker,Zaid,Tropical,31.6,247,45,Red Laterite,5.3
Chhattisgarh,Kondagaon,Kharif,Tropical,24.6,1855,65,Red Laterite,5.1
Chhattisgarh,Kondagaon,Rabi,Tropical,21.6,371,50,Red Laterite,5.1
Chhattisgarh,Kondagaon,Zaid,Tropical,31.6,247,45,Red Laterite,5.1
Chhattisgarh,Korba,Kharif,Tropical,24.6,1855,65,Red Laterite,5.9
Chhattisgarh,Korba,Rabi,Tropical,21.6,371,50,Red Laterite,5.9
Chhattisgarh,Korba,Zaid,Tropical,31.6,247,45,Red Laterite,5.9
Chhattisgarh,Koriya,Kharif,Tropical,24.6,1855,65,Red Laterite,5.4
Chhattisgarh,Koriya,Rabi,Tropical,21.6,371,50,Red Laterite,5.4
Chhattisgarh,Koriya,Zaid,Tropical,31.6,247,45,Red Laterite,5.4
Chhattisgarh,Mahasamund,Kharif,Tropical,24.6,1855,65,Red Laterite,6.3
Chhattisgarh,Mahasamund,Rabi,Tropical,21.6,371,50,Red Laterite,6.3
Chhattisgarh,Mahasamund,Zaid,Tropical,31.6,247,45,Red Laterite,6.3
Chhattisgarh,Mungeli,Kharif,Tropical,24.6,1855,65,Red Laterite,6.1
Chhattisgarh,Mungeli,Rabi,Tropical,21.6,371,50,Red Laterite,6.1
Chhattisgarh,Mungeli,Zaid,Tropical,31.6,247,45,Red Laterite,6.1
Chhattisgarh,Narayanpur,Kharif,Tropical,24.6,1855,65,Red Laterite,5.4
Chhattisgarh,Narayanpur,Rabi,Tropical,21.6,371,50,Red Laterite,5.4
Chhattisgarh,Narayanpur,Zaid,Tropical,31.6,247,45,Red Laterite,5.4
Chhattisgarh,Raigarh,Kharif,Tropical,24.6,1855,65,Red Laterite,5.6
Chhattisgarh,Raigarh,Rabi,Tropical,21.6,371,50,Red Laterite,5.6
Chhattisgarh,Raigarh,Zaid,Tropical,31.6,247,45,Red Laterite,5.6
Chhattisgarh,Raipur,Kharif,Tropical,24.6,1855,65,Red Laterite,5.6
Chhattisgarh,Raipur,Rabi,Tropical,21.6,371,50,Red Laterite,5.6
Chhattisgarh,Raipur,Zaid,Tropical,31.6,247,45,Red Laterite,5.6
Chhattisgarh,Rajnandgaon,Kharif,Tropical,24.6,1855,65,Red Laterite,6.2
Chhattisgarh,Rajnandgaon,Rabi,Tropical,21.6,371,50,Red Laterite,6.2
Chhattisgarh,Rajnandgaon,Zaid,Tropical,31.6,247,45,Red Laterite,6.2
Chhattisgarh,Sukma,Kharif,Tropical,24.6,1855,65,Red Laterite,6.3
Chhattisgarh,Sukma,Rabi,Tropical,21.6,371,50,Red Laterite,6.3
Chhattisgarh,Sukma,Zaid,Tropical,31.6,247,45,Red Laterite,6.3
Chhattisgarh,Surajpur,Kharif,Tropical,24.6,1855,65,Red Laterite,5.5
Chhattisgarh,Surajpur,Rabi,Tropical,21.6,371,50,Red Laterite,5.5
Chhattisgarh,Surajpur,Zaid,Tropical,31.6,247,45,Red Laterite,5.5
Chhattisgarh,Surguja,Kharif,Tropical,24.6,1855,65,Red Laterite,5.9
Chhattisgarh,Surguja,Rabi,Tropical,21.6,371,50,Red Laterite,5.9
Chhattisgarh,Surguja,Zaid,Tropical,31.6,247,45,Red Laterite,5.9
Goa,North Goa,Kharif,Coastal,24.6,1855,65,Alluvial,7.0
Goa,North Goa,Rabi,Coastal,21.6,371,50,Alluvial,7.0
Goa,North Goa,Zaid,Coastal,31.6,247,45,Alluvial,7.0
Goa,South Goa,Kharif,Coastal,24.6,1855,65,Alluvial,7.2
Goa,South Goa,Rabi,Coastal,21.6,371,50,Alluvial,7.2
Goa,South Goa,Zaid,Coastal,31.6,247,45,Alluvial,7.2
Gujarat,Ahmedabad,Kharif,Coastal,25.1,1378,59,Alluvial,6.9
Gujarat,Ahmedabad,Rabi,Coastal,22.1,275,44,Alluvial,6.9
Gujarat,Ahmedabad,Zaid,Coastal,32.1,183,39,Alluvial,6.9
Gujarat,Amreli,Kharif,Coastal,25.1,1378,59,Alluvial,6.9
Gujarat,Amreli,Rabi,Coastal,22.1,275,44,Alluvial,6.9
Gujarat,Amreli,Zaid,Coastal,32.1,183,39,Alluvial,6.9
Gujarat,Anand,Kharif,Coastal,25.1,1378,59,Alluvial,7.2
Gujarat,Anand,Rabi,Coastal,22.1,275,44,Alluvial,7.2
Gujarat,Anand,Zaid,Coastal,32.1,183,39,Alluvial,7.2
Gujarat,Aravalli,Kharif,Coastal,25.1,1378,59,Alluvial,7.1
Gujarat,Aravalli,Rabi,Coastal,22.1,275,44,Alluvial,7.1
Gujarat,Aravalli,Zaid,Coastal,32.1,183,39,Alluvial,7.1
Gujarat,Banaskantha,Kharif,Coastal,25.1,1378,59,Alluvial,7.2
Gujarat,Banaskantha,Rabi,Coastal,22.1,275,44,Alluvial,7.2
Gujarat,Banaskantha,Zaid,Coastal,32.1,183,39,Alluvial,7.2
Gujarat,Bharuch,Kharif,Coastal,25.1,1378,59,Alluvial,7.2
Gujarat,Bharuch,Rabi,Coastal,22.1,275,44,Alluvial,7.2
Gujarat,Bharuch,Zaid,Coastal,32.1,183,39,Alluvial,7.2
Gujarat,Bhavnagar,Kharif,Coastal,25.1,1378,59,Alluvial,7.1
Gujarat,Bhavnagar,Rabi,Coastal,22.1,275,44,Alluvial,7.1
Gujarat,Bhavnagar,Zaid,Coastal,32.1,183,39,Alluvial,7.1
Gujarat,Botad,Kharif,Coastal,25.1,1378,59,Alluvial,7.4
Gujarat,Botad,Rabi,Coastal,22.1,275,44,Alluvial,7.4
Gujarat,Botad,Zaid,Coastal,32.1,183,39,Alluvial,7.4
Gujarat,Chhota Udaipur,Kharif,Coastal,25.1,1378,59,Alluvial,7.3
Gujarat,Chhota Udaipur,Rabi,Coastal,22.1,275,44,Alluvial,7.3
Gujarat,Chhota Udaipur,Zaid,Coastal,32.1,183,39,Alluvial,7.3
Gujarat,Dahod,Kharif,Coastal,25.1,1378,59,Alluvial,6.9
Gujarat,Dahod,Rabi,Coastal,22.1,275,44,Alluvial,6.9
Gujarat,Dahod,Zaid,Coastal,32.1,183,39,Alluvial,6.9
Gujarat,Dang,Kharif,Coastal,25.1,1378,59,Alluvial,6.5
Gujarat,Dang,Rabi,Coastal,22.1,275,44,Alluvial,6.5
Gujarat,Dang,Zaid,Coastal,32.1,183,39,Alluvial,6.5
Gujarat,Devbhoomi Dwarka,Kharif,Coastal,25.1,1378,59,Alluvial,6.8
Gujarat,Devbhoomi Dwarka,Rabi,Coastal,22.1,275,44,Alluvial,6.8
Gujarat,Devbhoomi Dwarka,Zaid,Coastal,32.1,183,39,Alluvial,6.8
Gujarat,Gandhinagar,Kharif,Coastal,25.1,1378,59,Alluvial,6.7
Gujarat,Gandhinagar,Rabi,Coastal,22.1,275,44,Alluvial,6.7
Gujarat,Gandhinagar,Zaid,Coastal,32.1,183,39,Alluvial,6.7
Gujarat,Gir Somnath,Kharif,Coastal,25.1,1378,59,Alluvial,7.1
Gujarat,Gir Somnath,Rabi,Coastal,22.1,275,44,Alluvial,7.1
Gujarat,Gir Somnath,Zaid,Coastal,32.1,183,39,Alluvial,7.1
Gujarat,Jamnagar,Kharif,Coastal,25.1,1378,59,Alluvial,7.2
Gujarat,Jamnagar,Rabi,Coastal,22.1,275,44,Alluvial,7.2
Gujarat,Jamnagar,Zaid,Coastal,32.1,183,39,Alluvial,7.2
Gujarat,Junagadh,Kharif,Coastal,25.1,1378,59,Alluvial,6.9
Gujarat,Junagadh,Rabi,Coastal,22.1,275,44,Alluvial,6.9
Gujarat,Junagadh,Zaid,Coastal,32.1,183,39,Alluvial,6.9
Gujarat,Kheda,Kharif,Coastal,25.1,1378,59,Alluvial,7.4
Gujarat,Kheda,Rabi,Coastal,22.1,275,44,Alluvial,7.4
Gujarat,Kheda,Zaid,Coastal,32.1,183,39,Alluvial,7.4
Gujarat,Kutch,Kharif,Arid,24.9,889,60,Sandy,7.8
Gujarat,Kutch,Rabi,Arid,21.9,222,45,Sandy,7.8
Gujarat,Kutch,Zaid,Arid,31.9,148,40,Sandy,7.8
Gujarat,Mahisagar,Kharif,Coastal,25.1,1378,59,Alluvial,7.2
Gujarat,Mahisagar,Rabi,Coastal,22.1,275,44,Alluvial,7.2
Gujarat,Mahisagar,Zaid,Coastal,32.1,183,39,Alluvial,7.2
Gujarat,Mehsana,Kharif,Coastal,25.1,1378,59,Alluvial,6.7
Gujarat,Mehsana,Rabi,Coastal,22.1,275,44,Alluvial,6.7
Gujarat,Mehsana,Zaid,Coastal,32.1,183,39,Alluvial,6.7
Gujarat,Morbi,Kharif,Coastal,25.1,1378,59,Alluvial,7.0
Gujarat,Morbi,Rabi,Coastal,22.1,275,44,Alluvial,7.0
Gujarat,Morbi,Zaid,Coastal,32.1,183,39,Alluvial,7.0
Gujarat,Narmada,Kharif,Coastal,25.1,1378,59,Alluvial,7.1
Gujarat,Narmada,Rabi,Coastal,22.1,275,44,Alluvial,7.1
Gujarat,Narmada,Zaid,Coastal,32.1,183,39,Alluvial,7.1
Gujarat,Navsari,Kharif,Coastal,25.1,1378,59,Alluvial,6.7
Gujarat,Navsari,Rabi,Coastal,22.1,275,44,Alluvial,6.7
Gujarat,Navsari,Zaid,Coastal,32.1,183,39,Alluvial,6.7
Gujarat,Panchmahal,Kharif,Coastal,25.1,1378,59,Alluvial,6.7
Gujarat,Panchmahal,Rabi,Coastal,22.1,275,44,Alluvial,6.7
Gujarat,Panchmahal,Zaid,Coastal,32.1,183,39,Alluvial,6.7
Gujarat,Patan,Kharif,Coastal,25.1,1378,59,Alluvial,7.3
Gujarat,Patan,Rabi,Coastal,22.1,275,44,Alluvial,7.3
Gujarat,Patan,Zaid,Coastal,32.1,183,39,Alluvial,7.3
Gujarat,Porbandar,Kharif,Coastal,25.1,1378,59,Alluvial,7.3
Gujarat,Porbandar,Rabi,Coastal,22.1,275,44,Alluvial,7.3
Gujarat,Porbandar,Zaid,Coastal,32.1,183,39,Alluvial,7.3
Gujarat,Rajkot,Kharif,Coastal,24.7,1186,63,Alluvial,7.1
Gujarat,Rajkot,Rabi,Coastal,21.7,237,48,Alluvial,7.1
Gujarat,Rajkot,Zaid,Coastal,31.7,158,43,Alluvial,7.1
Gujarat,Sabarkantha,Kharif,Coastal,25.1,1378,59,Alluvial,6.8
Gujarat,Sabarkantha,Rabi,Coastal,22.1,275,44,Alluvial,6.8
Gujarat,Sabarkantha,Zaid,Coastal,32.1,183,39,Alluvial,6.8
Gujarat,Surat,Kharif,Coastal,25.5,2046,65,Alluvial,6.7
Gujarat,Surat,Rabi,Coastal,22.5,409,50,Alluvial,6.7
Gujarat,Surat,Zaid,Coastal,32.5,272,45,Alluvial,6.7
Gujarat,Surendranagar,Kharif,Coastal,25.1,1378,59,Alluvial,7.3
Gujarat,Surendranagar,Rabi,Coastal,22.1,275,44,Alluvial,7.3
Gujarat,Surendranagar,Zaid,Coastal,32.1,183,39,Alluvial,7.3
Gujarat,Tapi,Kharif,Coastal,25.1,1378,59,Alluvial,6.9
Gujarat,Tapi,Rabi,Coastal,22.1,275,44,Alluvial,6.9
Gujarat,Tapi,Zaid,Coastal,32.1,183,39,Alluvial,6.9
Gujarat,Vadodara,Kharif,Coastal,25.2,1432,61,Alluvial,6.9
Gujarat,Vadodara,Rabi,Coastal,22.2,286,46,Alluvial,6.9
Gujarat,Vadodara,Zaid,Coastal,32.2,191,41,Alluvial,6.9
Gujarat,Valsad,Kharif,Coastal,25.1,1378,59,Alluvial,7.3
Gujarat,Valsad,Rabi,Coastal,22.1,275,44,Alluvial,7.3
Gujarat,Valsad,Zaid,Coastal,32.1,183,39,Alluvial,7.3
Haryana,Ambala,Kharif,Semi-arid,24.6,1484,65,Red Sandy,6.0
Haryana,Ambala,Rabi,Semi-arid,21.6,371,50,Red Sandy,6.0
Haryana,Ambala,Zaid,Semi-arid,31.6,247,45,Red Sandy,6.0
Haryana,Bhiwani,Kharif,Semi-arid,24.6,1484,65,Red Sandy,5.9
Haryana,Bhiwani,Rabi,Semi-arid,21.6,371,50,Red Sandy,5.9
Haryana,Bhiwani,Zaid,Semi-arid,31.6,247,45,Red Sandy,5.9
Haryana,Charkhi Dadri,Kharif,Semi-arid,24.6,1484,65,Red Sandy,5.7
Haryana,Charkhi Dadri,Rabi,Semi-arid,21.6,371,50,Red Sandy,5.7
Haryana,Charkhi Dadri,Zaid,Semi-arid,31.6,247,45,Red Sandy,5.7
Haryana,Faridabad,Kharif,Semi-arid,24.6,1484,65,Red Sandy,6.6
Haryana,Faridabad,Rabi,Semi-arid,21.6,371,50,Red Sandy,6.6
Haryana,Faridabad,Zaid,Semi-arid,31.6,247,45,Red Sandy,6.6
Haryana,Fatehabad,Kharif,Semi-arid,24.6,1484,65,Red Sandy,5.6
Haryana,Fatehabad,Rabi,Semi-arid,21.6,371,50,Red Sandy,5.6
Haryana,Fatehabad,Zaid,Semi-arid,31.6,247,45,Red Sandy,5.6
Haryana,Gurugram,Kharif,Semi-arid,24.6,1484,65,Red Sandy,6.8
Haryana,Gurugram,Rabi,Semi-arid,21.6,371,50,Red Sandy,6.8
Haryana,Gurugram,Zaid,Semi-arid,31.6,247,45,Red Sandy,6.8
Haryana,Hisar,Kharif,Semi-arid,24.6,1484,65,Red Sandy,6.2
Haryana,Hisar,Rabi,Semi-arid,21.6,371,50,Red Sandy,6.2
Haryana,Hisar,Zaid,Semi-arid,31.6,247,45,Red Sandy,6.2
Haryana,Jhajjar,Kharif,Semi-arid,24.6,1484,65,Red Sandy,6.0
Haryana,Jhajjar,Rabi,Semi-arid,21.6,371,50,Red Sandy,6.0
Haryana,Jhajjar,Zaid,Semi-arid,31.6,247,45,Red Sandy,6.0
Haryana,Jind,Kharif,Semi-arid,24.6,1484,65,Red Sandy,6.7
Haryana,Jind,Rabi,Semi-arid,21.6,371,50,Red Sandy,6.7
Haryana,Jind,Zaid,Semi-arid,31.6,247,45,Red Sandy,6.7
Haryana,Kaithal,Kharif,Semi-arid,24.6,1484,65,Red Sandy,6.1
Haryana,Kaithal,Rabi,Semi-arid,21.6,371,50,Red Sandy,6.1
Haryana,Kaithal,Zaid,Semi-arid,31.6,247,45,Red Sandy,6.1
Haryana,Karnal,Kharif,Semi-arid,24.6,1484,65,Red Sandy,6.6
Haryana,Karnal,Rabi,Semi-arid,21.6,371,50,Red Sandy,6.6
Haryana,Karnal,Zaid,Semi-arid,31.6,247,45,Red Sandy,6.6
Haryana,Kurukshetra,Kharif,Semi-arid,24.6,1484,65,Red Sandy,6.6
Haryana,Kurukshetra,Rabi,Semi-arid,21.6,371,50,Red Sandy,6.6
Haryana,Kurukshetra,Zaid,Semi-arid,31.6,247,45,Red Sandy,6.6
Haryana,Mahendragarh,Kharif,Semi-arid,24.6,1484,65,Red Sandy,6.3
Haryana,Mahendragarh,Rabi,Semi-arid,21.6,371,50,Red Sandy,6.3
Haryana,Mahendragarh,Zaid,Semi-arid,31.6,247,45,Red Sandy,6.3
Haryana,Nuh,Kharif,Semi-arid,24.6,1484,65,Red Sandy,5.8
Haryana,Nuh,Rabi,Semi-arid,21.6,371,50,Red Sandy,5.8
Haryana,Nuh,Zaid,Semi-arid,31.6,247,45,Red Sandy,5.8
Haryana,Palwal,Kharif,Semi-arid,24.6,1484,65,Red Sandy,5.6
Haryana,Palwal,Rabi,Semi-arid,21.6,371,50,Red Sandy,5.6
Haryana,Palwal,Zaid,Semi-arid,31.6,247,45,Red Sandy,5.6
Haryana,Panchkula,Kharif,Semi-arid,24.6,1484,65,Red Sandy,6.2
Haryana,Panchkula,Rabi,Semi-arid,21.6,371,50,Red Sandy,6.2
Haryana,Panchkula,Zaid,Semi-arid,31.6,247,45,Red Sandy,6.2
Haryana,Panipat,Kharif,Semi-arid,24.6,1484,65,Red Sandy,6.7
Haryana,Panipat,Rabi,Semi-arid,21.6,371,50,Red Sandy,6.7
Haryana,Panipat,Zaid,Semi-arid,31.6,247,45,Red Sandy,6.7
Haryana,Rewari,Kharif,Semi-arid,24.6,1484,65,Red Sandy,6.7
Haryana,Rewari,Rabi,Semi-arid,21.6,371,50,Red Sandy,6.7
Haryana,Rewari,Zaid,Semi-arid,31.6,247,45,Red Sandy,6.7
Haryana,Rohtak,Kharif,Semi-arid,24.6,1484,65,Red Sandy,5.6
Haryana,Rohtak,Rabi,Semi-arid,21.6,371,50,Red Sandy,5.6
Haryana,Rohtak,Zaid,Semi-arid,31.6,247,45,Red Sandy,5.6
Haryana,Sirsa,Kharif,Semi-arid,24.6,1484,65,Red Sandy,6.5
Haryana,Sirsa,Rabi,Semi-arid,21.6,371,50,Red Sandy,6.5
Haryana,Sirsa,Zaid,Semi-arid,31.6,247,45,Red Sandy,6.5
Haryana,Sonipat,Kharif,Semi-arid,24.6,1484,65,Red Sandy,6.1
Haryana,Sonipat,Rabi,Semi-arid,21.6,371,50,Red Sandy,6.1
Haryana,Sonipat,Zaid,Semi-arid,31.6,247,45,Red Sandy,6.1
Haryana,Yamunanagar,Kharif,Semi-arid,24.6,1484,65,Red Sandy,6.4
Haryana,Yamunanagar,Rabi,Semi-arid,21.6,371,50,Red Sandy,6.4
Haryana,Yamunanagar,Zaid,Semi-arid,31.6,247,45,Red Sandy,6.4
Himachal Pradesh,Bilaspur,Kharif,Mountain,24.6,1484,65,Mountain Soil,6.6
Himachal Pradesh,Bilaspur,Rabi,Mountain,21.6,371,50,Mountain Soil,6.6
Himachal Pradesh,Bilaspur,Zaid,Mountain,31.6,247,45,Mountain Soil,6.6
Himachal Pradesh,Chamba,Kharif,Mountain,24.6,1484,65,Mountain Soil,5.5
Himachal Pradesh,Chamba,Rabi,Mountain,21.6,371,50,Mountain Soil,5.5
Himachal Pradesh,Chamba,Zaid,Mountain,31.6,247,45,Mountain Soil,5.5
Himachal Pradesh,Hamirpur,Kharif,Mountain,24.6,1484,65,Mountain Soil,6.2
Himachal Pradesh,Hamirpur,Rabi,Mountain,21.6,371,50,Mountain Soil,6.2
Himachal Pradesh,Hamirpur,Zaid,Mountain,31.6,247,45,Mountain Soil,6.2
Himachal Pradesh,Kangra,Kharif,Mountain,24.6,1484,65,Mountain Soil,6.4
Himachal Pradesh,Kangra,Rabi,Mountain,21.6,371,50,Mountain Soil,6.4
Himachal Pradesh,Kangra,Zaid,Mountain,31.6,247,45,Mountain Soil,6.4
Himachal Pradesh,Kinnaur,Kharif,Mountain,24.6,1484,65,Mountain Soil,5.6
Himachal Pradesh,Kinnaur,Rabi,Mountain,21.6,371,50,Mountain Soil,5.6
Himachal Pradesh,Kinnaur,Zaid,Mountain,31.6,247,45,Mountain Soil,5.6
Himachal Pradesh,Kullu,Kharif,Mountain,24.6,1484,65,Mountain Soil,6.7
Himachal Pradesh,Kullu,Rabi,Mountain,21.6,371,50,Mountain Soil,6.7
Himachal Pradesh,Kullu,Zaid,Mountain,31.6,247,45,Mountain Soil,6.7
Himachal Pradesh,Lahaul and Spiti,Kharif,Mountain,24.6,1484,65,Mountain Soil,6.0
Himachal Pradesh,Lahaul and Spiti,Rabi,Mountain,21.6,371,50,Mountain Soil,6.0
Himachal Pradesh,Lahaul and Spiti,Zaid,Mountain,31.6,247,45,Mountain Soil,6.0
Himachal Pradesh,Mandi,Kharif,Mountain,24.6,1484,65,Mountain Soil,6.1
Himachal Pradesh,Mandi,Rabi,Mountain,21.6,371,50,Mountain Soil,6.1
Himachal Pradesh,Mandi,Zaid,Mountain,31.6,247,45,Mountain Soil,6.1
Himachal Pradesh,Shimla,Kharif,Mountain,24.6,1484,65,Mountain Soil,6.1
Himachal Pradesh,Shimla,Rabi,Mountain,21.6,371,50,Mountain Soil,6.1
Himachal Pradesh,Shimla,Zaid,Mountain,31.6,247,45,Mountain Soil,6.1
Himachal Pradesh,Sirmaur,Kharif,Mountain,24.6,1484,65,Mountain Soil,6.6
Himachal Pradesh,Sirmaur,Rabi,Mountain,21.6,371,50,Mountain Soil,6.6
Himachal Pradesh,Sirmaur,Zaid,Mountain,31.6,247,45,Mountain Soil,6.6
Himachal Pradesh,Solan,Kharif,Mountain,24.6,1484,65,Mountain Soil,6.6
Himachal Pradesh,Solan,Rabi,Mountain,21.6,371,50,Mountain Soil,6.6
Himachal Pradesh,Solan,Zaid,Mountain,31.6,247,45,Mountain Soil,6.6
Himachal Pradesh,Una,Kharif,Mountain,24.6,1484,65,Mountain Soil,6.7
Himachal Pradesh,Una,Rabi,Mountain,21.6,371,50,Mountain Soil,6.7
Himachal Pradesh,Una,Zaid,Mountain,31.6,247,45,Mountain Soil,6.7
Jharkhand,Bokaro,Kharif,Tropical,24.6,1855,65,Red Laterite,5.7
Jharkhand,Bokaro,Rabi,Tropical,21.6,371,50,Red Laterite,5.7
Jharkhand,Bokaro,Zaid,Tropical,31.6,247,45,Red Laterite,5.7
Jharkhand,Chatra,Kharif,Tropical,24.6,1855,65,Red Laterite,5.1
Jharkhand,Chatra,Rabi,Tropical,21.6,371,50,Red Laterite,5.1
Jharkhand,Chatra,Zaid,Tropical,31.6,247,45,Red Laterite,5.1
Jharkhand,Deoghar,Kharif,Tropical,24.6,1855,65,Red Laterite,6.0
Jharkhand,Deoghar,Rabi,Tropical,21.6,371,50,Red Laterite,6.0
Jharkhand,Deoghar,Zaid,Tropical,31.6,247,45,Red Laterite,6.0
Jharkhand,Dhanbad,Kharif,Tropical,24.6,1855,65,Red Laterite,6.3
Jharkhand,Dhanbad,Rabi,Tropical,21.6,371,50,Red Laterite,6.3
Jharkhand,Dhanbad,Zaid,Tropical,31.6,247,45,Red Laterite,6.3
Jharkhand,Dumka,Kharif,Tropical,24.6,1855,65,Red Laterite,6.0
Jharkhand,Dumka,Rabi,Tropical,21.6,371,50,Red Laterite,6.0
Jharkhand,Dumka,Zaid,Tropical,31.6,247,45,Red Laterite,6.0
Jharkhand,East Singhbhum,Kharif,Tropical,24.6,1855,65,Red Laterite,5.6
Jharkhand,East Singhbhum,Rabi,Tropical,21.6,371,50,Red Laterite,5.6
Jharkhand,East Singhbhum,Zaid,Tropical,31.6,247,45,Red Laterite,5.6
Jharkhand,Garhwa,Kharif,Tropical,24.6,1855,65,Red Laterite,6.3
Jharkhand,Garhwa,Rabi,Tropical,21.6,371,50,Red Laterite,6.3
Jharkhand,Garhwa,Zaid,Tropical,31.6,247,45,Red Laterite,6.3
Jharkhand,Giridih,Kharif,Tropical,24.6,1855,65,Red Laterite,6.0
Jharkhand,Giridih,Rabi,Tropical,21.6,371,50,Red Laterite,6.0
Jharkhand,Giridih,Zaid,Tropical,31.6,247,45,Red Laterite,6.0
Jharkhand,Godda,Kharif,Tropical,24.6,1855,65,Red Laterite,6.0
Jharkhand,Godda,Rabi,Tropical,21.6,371,50,Red Laterite,6.0
Jharkhand,Godda,Zaid,Tropical,31.6,247,45,Red Laterite,6.0
Jharkhand,Gumla,Kharif,Tropical,24.6,1855,65,Red Laterite,5.3
Jharkhand,Gumla,Rabi,Tropical,21.6,371,50,Red Laterite,5.3
Jharkhand,Gumla,Zaid,Tropical,31.6,247,45,Red Laterite,5.3
Jharkhand,Hazaribagh,Kharif,Tropical,24.6,1855,65,Red Laterite,6.1
Jharkhand,Hazaribagh,Rabi,Tropical,21.6,371,50,Red Laterite,6.1
Jharkhand,Hazaribagh,Zaid,Tropical,31.6,247,45,Red Laterite,6.1
Jharkhand,Jamtara,Kharif,Tropical,24.6,1855,65,Red Laterite,5.9
Jharkhand,Jamtara,Rabi,Tropical,21.6,371,50,Red Laterite,5.9
